Make,Fuel_Type,Model,Variant,Unnamed: 0,Ex-Showroom_Price,Cylinders,Valves_Per_Cylinder,Doors,Gears,Power,Torque,Tripmeter,Seating_Capacity,Wheels_Size,12v_Power_Outlet,Number_of_Airbags,Compression_Ratio,USB_Ports
Maruti Suzuki,Diesel,Dzire,Zdi Plus Amt,166,952622,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Freestyle,1.5L Tdci Ambiente,167,676400,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Freestyle,1.5L Tdci Titanium,168,790900,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,16.1,0.0
Ford,Diesel,Freestyle,1.5L Tdci Titanium Plus,169,836400,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Ford,Petrol,Freestyle,1.2L Ti-Vct Ambiente,170,591400,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Petrol,Freestyle,1.2L Ti-Vct Titanium,171,721400,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Petrol,Freestyle,1.2L Ti-Vct Titanium Plus,172,756400,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Ford,Petrol,Freestyle,1.2L Ti-Vct Trend Plus,173,681400,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Freestyle,1.5L Tdci Trend Plus,174,745900,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Diesel,Ameo,Trendline 1.5L Tdi,175,711500,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Diesel,Ameo,Comfortline 1.5L Tdi,176,810500,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Diesel,Ameo,Highline Plus 1.5L Tdi Dsg,177,999900,0.0,0.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Diesel,Ameo,Highline Plus 1.5L Tdi,178,925500,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Petrol,Ameo,Trendline 1.0L,179,594000,3.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Petrol,Ameo,Comfortline 1.0L,180,665000,3.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Petrol,Ameo,Highline Plus 1.0L,181,799900,3.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Volkswagen,Diesel,Ameo,Gt Line Tdi Dsg,182,999900,0.0,0.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Petrol,Aspire,1.2 Ti-Vct Ambiente,183,598500,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Petrol,Aspire,1.2 Ti-Vct Trend Plus,184,697400,4.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Petrol,Aspire,1.2 Ti-Vct Trend,185,663400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Aspire,1.5 Tdci Ambiente,186,699400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Aspire,1.5 Tdci Trend,187,737400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Aspire,1.5 Tdci Trend Plus,188,777400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Aspire,1.5 Tdci Titanium,189,817400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Aspire,1.5 Tdci Titanium Plus,190,862400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Ford,Petrol,Aspire,1.2 Ti-Vct Titanium Plus,191,782400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Ford,Petrol,Aspire,1.2 Ti-Vct Titanium,192,737400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,CNG,Aspire,1.2 Trend Plus Cng,193,758314,4.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Petrol,Aspire,1.2 Ti-Vct Blu,194,762400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Ford,Diesel,Aspire,1.5 Tdci Blu,195,842400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Platinum Etios,G,196,627100,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Platinum Etios,V,197,718600,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Platinum Etios,Gd,198,734700,4.0,2.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Platinum Etios,Vd,199,828600,4.0,2.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Platinum Etios,Vxd,200,888400,4.0,2.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Platinum Etios,Vx,201,778400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Platinum Etios,Gx,202,689600,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Platinum Etios,Gxd,203,799600,4.0,2.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Platinum Etios,Vxd Limited Edition,204,913400,4.0,2.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Platinum Etios,Vx Limited Edition,205,803400,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Etios Cross,V,206,802000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Etios Cross,G,207,650000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Etios Cross,Vd,208,797500,4.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Etios Cross,Gd,209,766000,4.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Etios Cross,1.2 X Edition,210,668500,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Diesel,Etios Cross,1.4 X Edition,211,816000,4.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Mahindra,Diesel,Verito Vibe,D2,212,657628,4.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Mahindra,Diesel,Verito Vibe,D4,213,685729,4.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Mahindra,Diesel,Verito Vibe,D6,214,750428,4.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Fiat,Diesel,Urban Cross,1.3 Multijet Active,215,677618,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Fiat,Diesel,Urban Cross,1.3 Multijet Dynamic,216,739074,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Fiat,Petrol,Urban Cross,1.4 T-Jet Emotion,217,977516,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Fiat,Diesel,Urban Cross,1.3 Multijet Emotion,218,810211,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Toyota,Petrol,Glanza,G Hybrid,219,721900,4.0,0.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0
Toyota,Petrol,Glanza,V,220,758200,4.0,0.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0
Toyota,Petrol,Glanza,G Cvt,221,829900,4.0,0.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0
Toyota,Petrol,Glanza,V Cvt,222,890200,4.0,0.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0
Toyota,Petrol,Glanza,G Mt,223,697900,4.0,0.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0
Fiat,Diesel,Avventura,Multijet Dynamic,224,796132,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Fiat,Diesel,Avventura,Multijet Active,225,711801,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Fiat,Diesel,Avventura,Multijet Emotion,226,876341,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Jazz,V Petrol,227,745000,4.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Jazz,Vx Cvt,228,909000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Jazz,Vx Petrol,229,789000,4.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Jazz,V Cvt,230,865000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Jazz,S Diesel,231,816500,4.0,4.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Jazz,V Diesel,232,896500,4.0,4.0,5.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Jazz,Vx Diesel,233,940500,4.0,4.0,5.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Jazz,Exclusive Edition Cvt,234,928000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Jeep,Diesel,Compass Trailhawk,2.0 Trailhawk 4X4 At,235,2680000,4.0,4.0,5.0,9.0,0.0,0.0,2.0,5.0,0.0,2.0,6.0,0.0,0.0
Jeep,Diesel,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,236,2760000,4.0,4.0,5.0,9.0,0.0,0.0,2.0,5.0,0.0,2.0,6.0,0.0,0.0
Isuzu,Diesel,Mu-X,4X2,237,2734834,4.0,4.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0
Isuzu,Diesel,Mu-X,4X4,238,2931534,4.0,4.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0
Mahindra,Diesel,Alturas G4,2Wd At,239,2770150,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mahindra,Diesel,Alturas G4,4Wd At,240,3070150,4.0,4.0,5.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0
Volkswagen,Diesel,Tiguan,Comfortline 2.0L Tdi Amt,241,2814500,4.0,0.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Volkswagen,Diesel,Tiguan,Highline 2.0L Tdi Amt,242,3153500,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Honda,Petrol,Cr-V,2Wd Petrol Cvt,243,2827001,4.0,0.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Honda,Diesel,Cr-V,2Wd Diesel At,244,3067001,0.0,4.0,5.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0
Honda,Diesel,Cr-V,Awd Diesel At,245,3277001,0.0,4.0,5.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0
Skoda,Petrol,Superb Sportline,Sportline 1.8L Tsi At,246,2899599,4.0,4.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,8.0,11.1,0.0
Skoda,Diesel,Superb Sportline,Sportline 2.0L Tdi At,247,3149599,4.0,4.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,2.0,8.0,0.0,0.0
Audi,Diesel,A3,35 Tdi Premium Plus,248,3021200,4.0,4.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0
Audi,Diesel,A3,35 Tdi Technology,249,3221200,4.0,4.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0
Audi,Petrol,A3,35 Tfsi Premium Plus,250,2920750,4.0,4.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0
Audi,Petrol,A3,35 Tfsi Technology,251,3120750,4.0,4.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0
Skoda,Diesel,Kodiaq,Style 2.0 Tdi 4X4 At,259,3299599,4.0,4.0,4.0,6.0,0.0,0.0,1.0,5.0,0.0,3.0,8.0,0.0,0.0
Skoda,Diesel,Kodiaq,Laurin And Klement,260,3678599,4.0,4.0,4.0,6.0,0.0,0.0,1.0,5.0,0.0,3.0,9.0,0.0,0.0
Skoda,Diesel,Kodiaq,Corporate Edition,261,3299599,4.0,4.0,4.0,6.0,0.0,0.0,1.0,5.0,0.0,3.0,9.0,0.0,0.0
Dc,Petrol,Avanti,Standard,262,3407407,4.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Audi,Diesel,Q3,30 Tdi Premium Fwd,263,3677200,4.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Audi,Diesel,Q3,35 Tdi Quattro Premium Plus,264,3992200,4.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Audi,Diesel,Q3,35 Tdi Quattro Technology,265,4361000,4.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Audi,Petrol,Q3,30 Tfsi Premium,266,3496750,4.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Mini,Petrol,Cooper 5 Door,Cooper D,267,3600000,3.0,4.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Mini,Petrol,Convertible,Cooper S,268,3830000,4.0,4.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
Volvo,Diesel,Xc40,D4 Momentum,269,3990000,5.0,4.0,5.0,8.0,190.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0
Volvo,Diesel,Xc40,D4 Inscription,270,4390000,5.0,4.0,5.0,8.0,190.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0
Volvo,Petrol,Xc40,T4 R-Design,271,3990000,5.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Mini,Petrol,Clubman,Cooper S,272,4120000,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Audi,Petrol,A4,Premium Plus 35 Tfsi,273,4149000,4.0,4.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Audi,Petrol,A4,Technology 35 Tfsi,274,4507000,4.0,4.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Mini,Petrol,John Cooper Works,Hatch,275,4350000,4.0,4.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
Jaguar,Petrol,Xe,S Petrol,276,4498000,4.0,4.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Diesel,Xe,S Diesel,277,4498000,4.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Diesel,Xe,Se Diesel,278,4633000,4.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Petrol,Xe,Se Petrol,279,4633000,4.0,4.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Petrol,Xf,2.0 Prestige,280,5436329,4.0,4.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Petrol,Xf,2.0 Portfolio,281,6073446,4.0,4.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Diesel,Xf,2.0 Portfolio Diesel,282,6138811,4.0,4.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Diesel,Xf,2.0 Prestige Diesel,283,5506622,4.0,4.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Jaguar,Diesel,Xf,2.0 Pure Diesel,284,4977080,4.0,4.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Audi,Petrol,A3 Cabriolet,40 Tfsi,285,5038000,4.0,4.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0
Audi,Petrol,A6,Premium Plus 45 Tfsi,286,5442200,4.0,16.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Audi,Petrol,A6,Technology 45 Tfsi,287,5942200,4.0,16.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Bmw,Diesel,X3,Xdrive 20D Luxury Line,288,5930000,4.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Bmw,Petrol,X3,Xdrive 30I Luxury Line,289,5880000,4.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Bmw,Diesel,X3,Xdrive20D Xline,290,5600000,4.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Land Rover,Diesel,Discovery Sport,S,291,5706000,4.0,4.0,5.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
Land Rover,Diesel,Discovery Sport,R-Dynamic Se,292,6089000,4.0,4.0,5.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
Volvo,Diesel,S90,D4 Inscription,293,5890000,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Audi,Petrol,S5,Sportback,294,7243000,6.0,4.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0
Bmw,Diesel,X5,Xdrive30D Sport,295,7330000,6.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Bmw,Diesel,X5,Xdrive30D Xline,296,8290000,6.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Bmw,Petrol,X5,Xdrive40I M Sport,297,8290000,6.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Ford,Petrol,Mustang,Fastback V8,298,7462000,8.0,4.0,3.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,0.0,0.0
Jeep,Diesel,Grand Cherokee,Limited,299,7882867,6.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0
Jeep,Diesel,Grand Cherokee,Summit,300,8931819,6.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0
Jeep,Petrol,Grand Cherokee,Srt,301,11400000,8.0,4.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0
Jeep,Petrol,Grand Cherokee,Summit Petrol,302,7515000,6.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0
Bmw,Petrol,M2 Competition,Coupe,304,8180000,6.0,4.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0
Porsche,Petrol,718,Boxster,305,8995000,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
Porsche,Petrol,718,Cayman,306,8595000,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
Toyota,Diesel,Land Cruiser Prado,Vx L,312,9630000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,2.0,7.0,0.0,0.0
Lexus,Petrol,Rx 450H,450Hl Luxury,313,9900000,6.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0
Audi,Petrol,Rs5,Coupe,314,11141200,8.0,4.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Bmw,Diesel,7-Series,730Ld Design Pure Excellence,315,12290000,6.0,4.0,4.0,8.0,0.0,0.0,2.0,4.0,0.0,2.0,8.0,0.0,0.0
Bmw,Diesel,7-Series,730Ld Design Pure Excellence Signature,316,13200000,6.0,4.0,4.0,8.0,0.0,0.0,2.0,4.0,0.0,2.0,8.0,0.0,3.0
Bmw,Diesel,7-Series,730Ld M Sport,317,13510000,6.0,4.0,4.0,8.0,0.0,0.0,2.0,4.0,0.0,2.0,8.0,0.0,3.0
Bmw,Petrol,7-Series,740Li Design Pure Excellence Signature,318,13510000,6.0,4.0,4.0,8.0,0.0,0.0,2.0,4.0,0.0,2.0,8.0,0.0,0.0
Bmw,Hybrid,7-Series,745Le Xdrive,319,16500000,6.0,4.0,4.0,8.0,0.0,0.0,2.0,4.0,0.0,2.0,8.0,0.0,3.0
Bmw,Petrol,7-Series,M760Li Xdrive,320,24250000,12.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,0.0,0.0
Audi,Petrol,Q8,55 Tfsi Quattro Tiptronic,321,13359500,4.0,4.0,5.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0
Maserati,Diesel,Levante,Diesel,325,14512054,6.0,4.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Maserati,Diesel,Levante,Gransport,326,14863774,6.0,4.0,5.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Maserati,Diesel,Levante,Granlusson,327,15383399,6.0,4.0,5.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Audi,Petrol,A8 L,55 Tfsi Quattro,330,15600000,8.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Maserati,Petrol,Granturismo,Sport,331,17229579,8.0,4.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Maserati,Diesel,Quattroporte,Granlusso,332,17900000,6.0,4.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Lexus,Hybrid,Lc 500H,Coupe,333,19600000,6.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0
Porsche,Petrol,Panamera,Turbo,336,21263000,8.0,4.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Porsche,Petrol,Panamera,Turbo Executive,337,22613000,8.0,4.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Porsche,Petrol,Panamera,Turbo Sport Turismo,338,21747000,8.0,4.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Lexus,Diesel,Lx 450D,V8,339,23290000,0.0,8.0,4.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0
Audi,Petrol,R8,V10 Plus,341,27245000,10.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0
Lamborghini,Petrol,Urus,V8,342,30000000,8.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
Bentley,Petrol,Continental Gt,Coupe,343,33791059,12.0,4.0,2.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Ferrari,Petrol,Portofino,V8 Convertible,344,35000000,8.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
Bentley,Petrol,Bentayga,W12,345,45941557,12.0,4.0,5.0,8.0,0.0,0.0,2.0,5.0,0.0,0.0,6.0,0.0,0.0
Bentley,Petrol,Bentayga,V8,346,37542069,12.0,4.0,5.0,8.0,0.0,0.0,2.0,5.0,0.0,0.0,6.0,0.0,0.0
Aston Martin,Petrol,Db 11,V12,347,40456503,12.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0
Ferrari,Petrol,458 Speciale,Coupe,348,42531500,8.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
Bentley,Petrol,Mulsanne,Sedan,352,52571294,8.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0
Bugatti,Petrol,Chiron,W16,355,192142937,16.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0
Bugatti,Petrol,Chiron,Sport,356,212155397,16.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0
Bajaj,Petrol,Qute (Re60),Qcar,357,263000,0.0,1.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Bajaj,CNG,Qute (Re60),Qcar Cng,358,283000,0.0,1.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
